age,tenure,monthly_charges,total_charges,tenure_group,avg_monthly_charges,high_value_customer,service_count,gender_Male,contract_One year,contract_Two year,internet_service_Fiber optic,internet_service_No,online_security_No internet service,online_security_Yes,tech_support_No internet service,tech_support_Yes,streaming_tv_No internet service,streaming_tv_Yes,payment_method_Credit card,payment_method_Electronic check,payment_method_Mailed check,paperless_billing_Yes
-0.9632350545587036,1.5209976815963604,0.15370509662623474,1.5487564390363546,2,60.33416666666667,0,1,False,False,True,True,False,False,True,False,False,False,False,False,True,False,True
0.020206162745986914,-0.6117368490211226,1.0523978656876798,-0.2983330083247709,0,95.26444444444445,1,2,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True
0.6524183738704308,-0.3383093450958042,0.8397383237669152,-0.015524447751010794,1,83.53714285714285,0,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
0.3714351689262335,-1.0492208553016318,-0.8604621623146135,-1.0433080542854567,0,35.14,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.5821725726343815,-1.0492208553016318,-0.7392498095840594,-1.0336950638719,0,45.75,0,1,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True
0.7226641751064802,-1.0492208553016318,-0.08513344455290413,-1.0271806999629958,0,52.94,0,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
0.44168097016228286,-1.0492208553016318,0.4700047862959056,-1.0055446762989304,0,76.82,0,1,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
1.4953679887030227,0.1538601619697688,-0.28703449362776173,0.09294560053466411,1,56.05391304347826,0,2,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True
0.020206162745986914,-1.0492208553016318,1.257167846188113,-0.9811724385868968,0,103.72,1,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True
0.8631557775785788,-0.1742528427406132,-1.017894774293055,-0.5676960667555354,1,32.945882352941176,0,0,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True
0.6524183738704308,0.2632311635398961,1.5164475237744752,1.2343364519282882,2,101.9604,1,1,True,True,False,True,False,False,False,False,False,False,True,False,True,False,True
0.44168097016228286,-0.8304788521613772,0.5872723583162935,-0.6787573641065047,0,87.5,0,1,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False
-0.6822518496145062,-0.11956734195554954,0.7045399303366814,0.40187503892396054,1,90.56722222222223,0,3,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True
-1.5954472656831475,-0.9945353545165682,-0.05536828101256104,-0.9575431464110666,0,64.9,0,1,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True
1.6358595911751213,-0.5023658474509952,1.8542641991359603,-0.07518659843269875,0,100.33363636363637,1,1,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True
0.3011893676901842,-0.5570513482360588,-0.994943322888453,-0.7802419122895855,0,32.549,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
0.5821725726343815,-0.3383093450958042,-0.8862825451447907,-0.5769466447124078,1,39.276428571428575,0,2,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True
1.1441389825227761,0.4819731666801508,-0.3139307257425296,0.5004965286992337,2,59.96758620689655,0,2,False,True,False,False,False,False,False,False,True,False,True,True,False,False,True
1.2143847837588253,1.7944251855216788,-1.4417793924217972,0.08088632603848697,3,24.074150943396226,0,0,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True
2.478809206007713,-1.0492208553016318,0.2430005872472645,-1.0193616512100276,0,61.57,0,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
1.0738931812867267,-0.7757933513763136,-0.4362189277576745,-0.8036899982370735,0,49.935,0,3,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True
0.7226641751064802,-0.5023658474509952,-0.44661880417538474,-0.511377170986762,0,56.56727272727273,0,1,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
0.5821725726343815,-0.39299484588086786,-0.8636897101683858,-0.6028047734968477,1,40.1023076923077,0,0,False,False,True,False,True,True,False,True,False,True,False,False,True,False,True
-0.26077704219821035,2.8334497004378885,-0.8199385059283631,1.6483020805761732,3,41.74875,0,0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True
-1.6656930669191967,0.1538601619697688,0.04253400388519427,0.4515708470468244,1,73.26347826086956,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.44168097016228286,1.739739684736615,0.1450983023495092,2.0950569762425904,3,67.28846153846153,0,1,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True
-1.7359388681552461,0.1538601619697688,0.3728197342545439,0.23088884186020706,1,62.673478260869565,0,2,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False
-1.1739724582668516,0.09917466118470514,0.03356859318027164,0.1532057317698816,1,61.625,0,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
-0.5417602471424077,-0.8304788521613772,-0.5925756904515252,-0.8534492285398572,0,48.938,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-1.8764304706273447,-0.9398498537315045,-1.086031895650467,-0.9834012751955067,0,33.75333333333334,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,False,True
-0.612006048378457,-1.0492208553016318,1.989103976137997,-0.9658786329148106,0,120.6,1,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
-0.3310228434342597,0.09917466118470514,-0.33114431429598123,0.09753011811172316,1,58.83181818181818,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.0334808557947528,-0.3383093450958042,-0.5678311569059389,-0.5093023596722432,1,44.60928571428571,0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True
-0.6822518496145062,-0.06488184117048587,-1.0727630878071817,-0.4951410929272959,1,33.69263157894736,0,0,False,False,False,False,True,True,False,True,False,True,False,False,True,False,True
0.7929099763425295,-0.9398498537315045,-1.309808546845336,-1.0074473416965242,0,24.906666666666666,0,0,False,False,True,False,True,True,False,True,False,True,False,False,True,False,False
-0.612006048378457,1.2475701776710422,-1.1448449898747595,0.08374032413487739,2,29.746046511627906,0,0,False,False,False,False,True,True,False,True,False,True,False,False,True,False,True
-1.8764304706273447,2.067852689446997,0.5593002769169348,2.6629663561786403,3,71.1346551724138,0,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True
0.7929099763425295,-0.8304788521613772,-0.8769585180116712,-0.9112902566267056,0,36.17,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
-0.26077704219821035,1.4116266800262331,0.6521819318199334,1.8251865403724672,2,69.59,0,1,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
-1.3847098619749996,0.6460296690353418,-0.6621472775217248,0.27597295147176054,2,46.6015625,0,2,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True
0.6524183738704308,-0.9945353545165682,1.4493862517016542,-0.888757262132346,0,102.86,1,1,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False
-0.8227434520866049,-0.8304788521613772,-0.053933815299773195,-0.8071057356413252,0,59.16799999999999,0,2,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True
-0.26077704219821035,-0.8304788521613772,1.4518965666990324,-0.6252109236313678,0,99.32000000000001,1,2,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True
-0.40126864467030904,1.0835136753158512,-0.8963238051343041,0.3023656386298103,2,38.0095,0,2,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True
-0.8929892533226542,-0.9398498537315045,0.04253400388519427,-0.921039151711519,0,56.696666666666665,0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-1.3847098619749996,-0.010196340385422201,-0.32576506787302767,-0.12160257382256782,1,52.622,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2.197826001063516,-0.5570513482360588,1.9776282504356957,-0.034270232073017305,0,114.883,1,1,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False
0.44168097016228286,-0.8304788521613772,-0.13426389521588009,-0.7685903518071784,0,67.67,0,1,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True
1.565613789939072,0.7554006706054691,-0.544162472644943,0.19753783553381477,2,41.31411764705882,0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True
0.933401578814628,1.3569411792411694,-0.35015098499041725,1.147538668552347,2,54.51577777777778,0,1,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True
0.8631557775785788,0.42728766589508715,-0.8823377644346247,-0.13792019468478803,2,36.94392857142857,0,1,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True
-0.612006048378457,-0.9945353545165682,-0.8633310937401887,-1.011778170553904,0,34.97,0,2,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
-1.0334808557947528,-0.6117368490211226,-1.4769238023850941,-0.8894911473571322,0,22.767777777777777,0,0,False,False,False,False,True,True,False,True,False,True,False,False,True,False,True
-0.050039638490062405,-1.0492208553016318,0.01958255248059231,-1.011198310623209,0,70.58,0,2,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True
0.44168097016228286,1.7944251855216788,-0.5628105269111822,1.2482893315106416,3,48.38509433962264,0,0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True
1.7061053924111707,0.3726021651100235,0.9950192371761751,1.020368137501751,2,85.66111111111111,1,1,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
-0.12028543972611172,-0.9398498537315045,-0.7270568510253648,-0.9687688722568694,0,39.13666666666666,0,2,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
-0.612006048378457,-0.5023658474509952,0.19566321872527273,-0.48391536708149313,0,59.32272727272727,0,1,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
1.565613789939072,2.4506511949424428,0.30862739360729813,2.9076763072434404,3,67.62923076923076,0,2,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True
0.7929099763425295,1.138199176100915,-0.9009858187008639,0.24749639268777482,2,35.60536585365853,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
-0.6822518496145062,0.2632311635398961,0.06046482529503954,0.39480799601861255,2,64.8964,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
0.5821725726343815,-0.8851643529464409,0.012410223916654098,-0.8571548959094564,0,60.15,0,3,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True
-0.19053124096216104,0.3179166643249598,-0.002651666067615736,0.6159158358418342,2,71.78653846153847,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
-1.6656930669191967,0.7554006706054691,0.2239939165528285,1.2622875126500812,2,75.87823529411764,0,0,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False
1.0036473800506773,-0.28362384431074056,1.7434517228231163,0.48751310243851104,1,114.982,1,1,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True
1.4251221874669733,0.42728766589508715,-0.9508335022202338,-0.0344514383013594,2,41.0225,0,1,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
0.3011893676901842,0.9194571729606601,-1.0587770471075022,0.11183634983934429,2,35.40783783783784,0,0,False,False,False,False,True,True,False,True,False,True,False,False,True,False,True
0.44168097016228286,1.4663121808112969,-1.0218395550032209,0.3259677498713892,2,32.90276595744681,0,0,True,True,False,False,True,True,False,True,False,True,False,False,False,False,False
-1.4549556632110487,-0.8304788521613772,-0.07365771885060315,-0.7675846572398789,0,67.892,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-0.7524976508505556,0.42728766589508715,1.8872569105300756,1.7501852824616073,2,111.37,1,2,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True
-1.5252014644470981,-0.8304788521613772,1.980855798289468,-0.5982111956083715,0,105.28,1,3,False,True,False,True,False,False,True,False,True,False,True,True,False,False,False
0.44168097016228286,1.3569411792411694,0.8781102815839837,3.0174872816188487,2,100.38000000000001,1,1,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True
-0.26077704219821035,0.8647716721755965,0.8877929251453001,1.7860188141162885,2,87.71972222222222,1,0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True
1.9870885973553678,-0.5570513482360588,-0.9820331314733645,-0.7420255187322036,0,36.767,0,0,True,True,False,False,True,True,False,True,False,True,False,False,False,False,True
1.8465969948832692,0.2632311635398961,-0.7008778517669908,-0.08961967452015955,2,43.5096,0,2,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False
-1.1739724582668516,1.0835136753158512,-0.8274694509204982,0.3657696979267658,2,39.759,0,2,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
